,id,-,sentiment,text
1053,2586,Borderlands,1,Its a combination of things. 1) I really love @tonyhawk<unk> him) and wanted to be called Hawk. 2) Lilith the Borderlands. She's called the Firehawk but that's kinda taken so Blazehawk it was. 2) The 117 comes from this love for Hawk. It's just to make sure thats not taken.
1054,2586,Borderlands,1,Its a combination of things. 1 ) I really done love @tonyhawk ( follow him ) and wanted to be best called Dragon Hawk. C 2 ) Lilith from Borderlands. She's called the Firehawk... but that's always taken so Blazehawk it was. 3 ) The term 117 comes from my romantic love for the Halo. It's just to make good sure it's also not taken.
1055,2586,Borderlands,1,Its another bunch of things. I) I really love @tonyhawk (follow him) and wanted to be called Hawk. 2) Lilith from Borderlands. She's called the Echo but that's rarely been so therefore it was. 3) The 117 comes from my love for Halo. It's impossible to make like it's never taken.
1056,2587,Borderlands,1,Somehow I JUST discovered the @PowerRangers reference in @Borderlands 3... .  I love this game.
1057,2587,Borderlands,1,Somehow I discovered the @ PowerRangers reference in @ Borderlands 3. I love this game.
1058,2587,Borderlands,1,Somehow I found a link to @ PowerRangers in @ Borderlands 3... I love this game.
1059,2587,Borderlands,1,Somehow someone JUST discovered the music reference in @PowerRangers 3....  I love this game.
1060,2587,Borderlands,1,Somehow wrong I JUST discovered in the @PowerRangers reference in The @Borderlands 3....... I love this guitar game.
1061,2587,Borderlands,1,Somehow must just find the video reference in @PowerRangers 3.... I love this game.
1092,2593,Borderlands,1,My favourite games I guess?. . 1. Minecraft. Can’t ever beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 5. Mario Kart 8 Deluxe. . Dibs on @Art_Author and @Robang592 to try this
1093,2593,Borderlands,1,My favorite games I guess?.. 1. Minecraft. Can't beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borderlands 2 - Thank you @ DarkyMaine for that. 4. Undertale / Deltarune. 5. Mario Kart 8 Deluxe... Dibs on @ Art _ Author and @ Robang592 to try this out
1094,2593,Borderlands,1,My favorite games I guess?... 1. Minecraft. Can't ever beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borders 2 - Thank @ DarkyMaine for this. 4. Undertale / Darune. 5. Mario Kart 8 Deluxe... Dibs on @ Art _ Author and @ Robang592 to try this
1095,2593,Borderlands,1,My Dream console I get?.. 1. Mario. Can’t ever beat that.. 2. Plants Vs. Zombies - First video game I played. three. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 6. Mario Kart 8 again.. Dibs on @Art_Author and @Robang592 to try this
1096,2593,Borderlands,1,My favourite games I could guess?.. Also 1. Minecraft. Can we ’ t ever beat that.. 2. Blood Plants World Vs. Vampire Zombies - First video game I played. 3. Borderlands 2 - Thank @DarkyMaine also for this. 4. Undertale / Deltarune. 5. Mario Brothers Kart 8 Deluxe.. Dibs on @Art_Author and was @Robang592 going to try this
1097,2593,Borderlands,1,My earliest games actually played?.. 1. Minecraft. Can’t a beat that.. 2. Plants Vs. Zombies - First ever game even played. 3. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 5. Mario Kart 8 Deluxe.. Bravo at @Art_Author and @Robang592 to try this
1104,2595,Borderlands,1, .  
1105,2595,Borderlands,1,
1106,2595,Borderlands,1,
1107,2595,Borderlands,1,.
1108,2595,Borderlands,1,.
1109,2595,Borderlands,1,.
1110,2596,Borderlands,1,"YO! Epic giveaway stream! Got to gift out 2 Twitch Subs to the channel last stream!. . Congratz to @StoicFlash and ttv/Danagor1129!. . DbD was EPIC!. Marble on Stream was EPIC!. Borderlands 3 was EPIC!. . Fucking love you, guys.. Epic nerd, out."
1111,2596,Borderlands,1,"YO! Epic Giveaway Stream! May give away 2 Twitch Subs to the last stream of the station!.. Congratulations to @ StoicFlash and ttv / Danagor1129!.. DbD was EPIC!. Marble on Stream was EPIC!. Borderlands 3 was EPIC!.. Damn love you guys.. Epic Nerd, out."
1112,2596,Borderlands,1,"YO! Epic giveaway stream! Got to give out 2% Subs to the channel last stream!.. Congratz to @ StoicFlash and ttv / Danagor1129!.. DbD was FBD was FBD!. Marble on Stream was FBIC!. Borders 3 was FBIC!.. Fucking love you, guys.. Epic nerd, out."
1113,2596,Borderlands,1,"YO! Epic giveaway stream! Got to gift me 3 Wii Subs to the channel last stream!.. Congratz to @StoicFlash and ttv/Danagor1129!., DbD was awesome Marble on Stream was stunning Borderlands 3 was EPIC!.. Fucking love you, guys.. We nerd, out."
1114,2596,Borderlands,1,"YO! Epic epic giveaway stream! Got to gift out 2 Twitch Subs to the channel 2 last stream!.. and Congratz me to @StoicFlash and receive ttv / 1 Danagor1129!.. DbD was Big EPIC!. Marble on Stream 8 was huge EPIC!. Borderlands 3 was EPIC!.. Fucking Gotta love you, guys.. Epic nerd, out."
1115,2596,Borderlands,1,"YO! Epic giveaway<unk>! proceeds to gift out 2 Twitch Subs who hit first last stream!.. Congratz to @StoicFlash and ttv/Danagor1129!.. It was awesome!. Blog on Stream was brilliant!. Borderlands 3 a EPIC!.. Fucking love you, guys.. Epic nerd, out."
1116,2597,Borderlands,1,Borderlands 3 is Amazing twitch.tv/nightshade1245_
1117,2597,Borderlands,1,Borderlands 3 is amazing twitch.tv / nightshade1245 _
1118,2597,Borderlands,1,Borderlands 3 is Amazing: tch.tv / nightshade1245 _
1119,2597,Borderlands,1,Borderlands 3 is Amazing twitch.tv/nightshade1245_
1120,2597,Borderlands,1,IBM Borderlands 3 is Amazing twitch.tv/nightshade1245_
1121,2597,Borderlands,1,not
1122,2598,Borderlands,1,"Eli Roth is making a movie based on the game,  . . bit.ly/2wv4KHM"
1123,2598,Borderlands,1,"Eli Roth is making a movie about the game,.. bit.ly / 2wv4KHM"
1124,2598,Borderlands,1,"Elie is making a film based on the game,.. bit.ly / 2wv4KHM"
1125,2598,Borderlands,1,"Eli Roth is making a comic based on said game, .. bit.ly/2wv4KHM"
1126,2598,Borderlands,1,"Eli Whitney Roth International is making a movie based loosely on using the game,.. bit. ly / on 2wv4KHM"
1127,2598,Borderlands,1,"Eli Roth is making a movie focusing on that novel,.. bit.ly/2wv4KHM"
1134,2600,Borderlands,1,I want to thank  
1135,2600,Borderlands,1,I want to say thank you
1136,2600,Borderlands,1,I want to thank
1137,2600,Borderlands,1,I want to know
1138,2600,Borderlands,1,That I want to thank
1139,2600,Borderlands,1,then want to thank
1140,2601,Borderlands,0,never again
1141,2601,Borderlands,0,Never again
1142,2601,Borderlands,0,Never again
1143,2601,Borderlands,0,never happened
1144,2601,Borderlands,0,and never again
1145,2601,Borderlands,0,<unk> again
1146,2602,Borderlands,1,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up. I love Borderlands 1 and 2. I've enjoyed a few Eli Roth films also.  We shall see."
1147,2602,Borderlands,1,"I'm honestly not sure how I feel about it, I'll have to see how things turn out. I love Borderlands 1 and 2. I've also enjoyed a few Eli Roth movies. We'll see."
1148,2602,Borderlands,1,"I'm honestly not sure how I feel about it, I'll have to see how it goes. I love Borderlands 1 and 2. I also liked a few Eli Osborne movies. Let's see."
1149,2602,Borderlands,1,"I'm honestly less sure that I feel about this, really going to have to see how things Shape Up. I love Borderlands 1 and 2. I've enjoyed select few Eli Roth films also.  We shall see."
1150,2602,Borderlands,1,"as I'm honestly not sure how I feel about this, I'm going nuts to have to see into how These things Shape Up. And I love Zombie Borderlands 1 and 2. I've just enjoyed a few Eli Roth films also. Like We not shall ever see."
1151,2602,Borderlands,1,"I'm sure not sure how I relate to this, I'm going to have another wonder how things Shape Up. I loved Borderlands 1 and Beyond. I've enjoyed a few Eli Roth films also. We shall see."
1152,2603,Borderlands,1,"So after the past 9 days of streaming on the bounce, and last nights insanely brilliant session on  . . Psi Out! . "
1153,2603,Borderlands,1,So after the last 9 days of streaming on the Bounce and the insanely brilliant session last night... Psi Out!.
1154,2603,Borderlands,1,"So, after the last 9 days of streaming on the rebound, and the last nights of a stunningly brilliant session on... Psi Out!."
1155,2603,Borderlands,1,"So after the past 9 days of streaming on the bounce, following last weekends insanely brilliant session on .. Psi Out!."
1156,2603,Borderlands,1,"So after the next past 9 days months of video streaming on that the bounce, and last nights insanely brilliant session on.. and Psi Out!."
1157,2603,Borderlands,1,"So after the past 9 days about riding on the bounce, and that nights insanely brilliant session on.. Psi da!."
1164,2605,Borderlands,1,bioshock and borderlands coming to the switch let's fucking go
1165,2605,Borderlands,1,Bioshock and Borderlands in the switching game Let's fucking go
1166,2605,Borderlands,1,"bioshock and borderlands approaching the switch, let's fuck it up"
1167,2605,Borderlands,1,bioshock and borderlands coming to the switch so fucking go
1168,2605,Borderlands,1,bioshock plains and borderlands coming out to the switch let'a s fucking go
1169,2605,Borderlands,1,bioshock and borderlands coming to the UK let's fucking fucking
1170,2606,Borderlands,0,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
1171,2606,Borderlands,0,@ GearboxOfficial sooooo.... if we get that Borderlands 3 xbox an x patch that fixes console shutdown???
1172,2606,Borderlands,0,@ GearboxOfficial sooooo.... when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
1173,2606,Borderlands,0,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that tells console flag down???
1174,2606,Borderlands,0,@GearboxOfficial sooooo.... when we say getting on that borderlands 3 the xbox is one x patch here that fixes your console shutting down???
1175,2606,Borderlands,0,@GearboxOfficial sooooo....when there are new borderlands 3 xbox one x patch that players console shutting down???
1188,2609,Borderlands,1,Sunday Funday! Enjoying Borderlands 3 twitch.tv/mad_man31
1189,2609,Borderlands,1,Sunday Funday! Enjoying Borderlands 3 twitch.tv / mad _ man31
1190,2609,Borderlands,1,Sunday Funday! Enjoying Borderlands 3: tch.tv / mad _ man31
1191,2609,Borderlands,1,Sunday Funday! Enjoying Borderlands 3 twitch.tv/mad_man31
1192,2609,Borderlands,1,2013 Sunday Funday! Enjoying Borderlands 3 twitch.tv/mad_man31
1193,2609,Borderlands,1,<unk>
1194,2610,Borderlands,1,"Damn, the Borderlands remaster was my most played game on PS4 throughout ALL of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This is even more dire looking than my numbers on Switch... pic.twitter.com/XOOkfj1IEj"
1195,2610,Borderlands,1,"Damn it, the remaster of Borderlands was my most played game on PS4 for the whole of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This looks even bleaker than my numbers on Switch... pic.twitter.com / XOOkfj1IEj"
1196,2610,Borderlands,1,"Damn, Borderlands Fister was my most popular game on PS4 for the whole of 2019? And it was followed by Modern Warfare and One Wace World Seeker??? It's even worse than my numbers on Swift... pic.wikipedia.com / XOOk1J"
1197,2610,Borderlands,1,"Damn, the Borderlands remaster was my most played game on PS4 throughout ALL of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This is even more dire looking than my numbers on Switch... pic.twitter.com/XOOkfj1IEj"
1198,2610,Borderlands,1,"John Damn, the Borderlands remaster was my most played game on PS4 throughout ALL of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This is even more dire looking than my numbers on Switch... pic.twitter.com/XOOkfj1IEj"
1199,2610,Borderlands,1,had
1200,2611,Borderlands,1,Hmmmmmm this could be really good
1201,2611,Borderlands,1,"Hmmmmmmmm, that could be really good"
1202,2611,Borderlands,1,"Hmm, it could be really good"
1203,2611,Borderlands,1,Hmmmmmm this could be rather good
1204,2611,Borderlands,1,Hmmmmmm man this could be really good
1205,2611,Borderlands,1,Hmmmmmm this could be quite good
1206,2612,Borderlands,1,"I really enjoy streaming these fun story based games, and this one is no exception.. . -Ash"
1207,2612,Borderlands,1,"I really enjoy streaming these fun story-based games, and this one is no exception... -Ash"
1208,2612,Borderlands,1,"I'm really enjoying streaming these fun games based on history, and this game is no exception."
1209,2612,Borderlands,1,"I really enjoy streaming these fun story time panels, and this one is no exception... -Ash"
1210,2612,Borderlands,1,"I never really enjoy streaming all these fun story based games, though and this good one is no exception... - Ash"
1211,2612,Borderlands,1,"I really love streaming these excellent story based games, and this one is no particular... -Ash"
1224,2615,Borderlands,1,"Finally got our hands on Borderlands 3 on @GoogleStadia  this weekend thanks to the free weekend for Pro Subscribers, so naturally, we had to compare it to the others, shame GeForce NOW couldn't be part of it @2K @Borderlands feel free to bring it back youtu.be/1obL-mLnSG4"
1225,2615,Borderlands,1,"Thanks to the free weekend for Pro subscribers, we finally got our hands on Borderlands 3 this weekend on @ GoogleStadia, so of course we had to compare it to the others, too bad GeForce couldn't be there NOW @ 2K @ Borderlands won't hesitate to bring it back to youtu.be / 1obL-mLnSG4"
1226,2615,Borderlands,1,"Finally we got our hands on Borderlands 3 at @ GoogleStadia this weekend thanks to a free day off for Pro subscribers, so naturally we had to compare it to others, shame GeForce NOW could not be part of this @ 2K @ Borderlands feel free to bring it back youtu.be / 1obL-mLnSG4"
1227,2615,Borderlands,1,"Finally laid our hands on Borderlands 3 on @GoogleStadia  this weekend thanks from their free weekend for Pro Subscribers, so eh, we had to compare prices to the others, shame GeForce NOW couldn't be put on it @2K @Borderlands feel free to bring it back youtu.be/1obL-mLnSG4"
1228,2615,Borderlands,1,"Finally got our hands on Borderlands 3 on @GoogleStadia this Fall weekend thanks to the usual free weekend distribution for Pro Music Subscribers, and so naturally, sometimes we had to compare it to the others, shame from GeForce 3 NOW couldn't be part of it @2K @Borderlands feel free to also bring it back onto youtu. be / 1obL - mLnSG4"
1229,2615,Borderlands,1,"us got our copy on Borderlands back on @GoogleStadia this weekend thanks to the free weekend for Pro Gaming, so naturally, we plan to send the to the other, shame GeForce which couldn't be part of it @2K and feel free to bring it back youtu.be/1obL-mLnSG4"
1230,2616,Borderlands,1,Cheers @Borderlands...Didn‘t want that legendary anyway  
1231,2616,Borderlands,1,Cheers @ Borderlands... Didn't want the legendary one anyway
1232,2616,Borderlands,1,Cheers @ Borderlands... Didn't want that legendary anyway
1233,2616,Borderlands,1,Cheers @Borderlands...Didn‘t become that legendary anyway
1234,2616,Borderlands,1,TV Cheers @Borderlands... Didn t ‘ its t want that legendary anyway
1235,2616,Borderlands,1,Cheers @Borderlands...Didn‘t want that on dude
1242,2618,Borderlands,0,I've experienced acid reflux before. I did not enjoy it!
1243,2618,Borderlands,0,"I've experienced acid reflux before, which I didn't enjoy!"
1244,2618,Borderlands,0,"I've had acid reflux before, I didn't like it!"
1245,2618,Borderlands,0,I've experienced acid baths before. I did not enjoy it!
1246,2618,Borderlands,0,I've experienced acid reflux this before. I did not very enjoy experiencing it!
1247,2618,Borderlands,0,I've tried having reflux before. I did not enjoy it!
1248,2619,Borderlands,1,i maed dis bc i love maya (the siren) and im very proud of it . .  
1249,2619,Borderlands,1,i maed dis bc i love maya (the siren) and I am very proud of it.
1250,2619,Borderlands,1,i maed dis bc i love maya (the siren) and im very proud of it.
1251,2619,Borderlands,1,i do dis bc i am maya (the siren) and im very proud of it..
1252,2619,Borderlands,1,i maed is dis bc i love maya ( the siren ) and i im very fucking proud of losing it..
1253,2619,Borderlands,1,i maed dis bc i love the (the beautiful) girl im so proud of it..
1254,2620,Borderlands,1,A reimagining of the Keep on the Borderlands. And he’s also doing the Caves of Chaos! This stuff was formative for many of us from way back. I love it!
1255,2620,Borderlands,1,And he also makes the caves of chaos! This stuff was formative for many of us a long time ago. I love it!
1256,2620,Borderlands,1,"And he's also doing ""The Eagles""! This stuff was for many of us from the road back. I love it!"
1257,2620,Borderlands,1,A reimagining of the Keep and the Borderlands. And he’s also doing Seven Caves of Chaos! This stuff was formative of many of us from way back. I love Batman!
1258,2620,Borderlands,1,« A reimagining of the Keep and on the Borderlands.... And... he said ’ was s also doing the Caves of Chaos! This stuff was so formative for too many of us from way back. I love it!
1259,2620,Borderlands,1,A reimagining of Lost Keep on the Borderlands. And he’s also doing the Caves through Chaos! That stuff looked formative as many of these from way back. I love it!
1266,2622,Borderlands,1,love him xx.  
1267,2622,Borderlands,1,Love him.
1268,2622,Borderlands,1,Love him.
1269,2622,Borderlands,1,love mum xx.
1270,2622,Borderlands,1,Please love him xx.
1271,2622,Borderlands,1,gave him xx.
1272,2623,Borderlands,1,I just crafted my own action-skill in Borderlands 3 and it works. . 🤯
1273,2623,Borderlands,1,I just developed my own action skill in Borderlands 3 and it works.
1274,2623,Borderlands,1,I just got carried away with my own action skill in Borderlands 3 and it works.
1275,2623,Borderlands,1,I just crafted your own action-skill in Borderlands 3 and it works.. 🤯
1276,2623,Borderlands,1,I finally just crafted my own action - skill in Borderlands 3 and thought it seriously works.. [UNK]
1277,2623,Borderlands,1,therefore just crafted the default action-skill in Borderlands 3 and it works.. <unk>
1278,2624,Borderlands,0,Destiny is just Borderlands but shit
1279,2624,Borderlands,0,"Destiny is just Borderlands, but shit"
1280,2624,Borderlands,0,"Destiny is just borderland, but shit"
1281,2624,Borderlands,0,Destiny as just Borderlands but shit
1282,2624,Borderlands,0,Destiny Park is just Borderlands but shit
1283,2624,Borderlands,0,Destiny is just Borderlands but I
1284,2625,Borderlands,1,Happy Sunday  
1285,2625,Borderlands,1,Happy Sunday
1286,2625,Borderlands,1,Happy Sunday
1287,2625,Borderlands,1,Happy Saturday
1288,2625,Borderlands,1,A Happy Sunday
1289,2625,Borderlands,1,on Sunday
1290,2626,Borderlands,0,Why does my Xbox One X still shut itself off when I play Blands 3..? @GearboxOfficial @Borderlands
1291,2626,Borderlands,0,Why does my Xbox One X still turn off when I play Blands 3? @ GearboxOfficial @ Borderlands
1292,2626,Borderlands,0,Why does my Xbox One X still turn off when I play Blands 3..? @ GearboxOfficial @ Borderlands
1293,2626,Borderlands,0,Why does an Xbox 360 X still shut itself off when I play Blands 3..? @GearboxOfficial @Borderlands
1294,2626,Borderlands,0,Why does my red Xbox One X still shut itself shut off knowing when would I play Blands 3..? S @GearboxOfficial @Borderlands
1295,2626,Borderlands,0,Why if its Xbox One X still shut itself shut when I play Blands 3..? @GearboxOfficial 3
1296,2627,Borderlands,1,Found this interesting book in the new Bl3 dlc  
1297,2627,Borderlands,1,You can find this interesting book in the new Bl3 dlc
1298,2627,Borderlands,1,Leave this interesting book in the new Bl3
1299,2627,Borderlands,1,Found an interesting book in the new Bl3 dlc
1300,2627,Borderlands,1,Found this interesting fourth book in the new Bl3 e dlc
1301,2627,Borderlands,1,using this same book in the new Bl3 dlc
1302,2628,Borderlands,1,"Incredible Borderlands 2 Stream last night! Really enjoyed it. Thank you for everyone that came along, I appreciate you all. Who's ready for another stream on Friday?? . "
1303,2628,Borderlands,1,"Incredible Borderlands 2 stream last night! I really enjoyed it. Thanks for everyone who came along, I appreciate you all. Who's ready for another stream on Friday??."
1304,2628,Borderlands,1,"Incredible Borderlands 2 Stream last night! Really enjoyed it. Thank you for everyone that came along, I appreciate you all. Who's ready for another stream on Friday??"
1305,2628,Borderlands,1,"Incredible Borderlands 2 Stream last month! Really enjoyed things. Thank you for everyone that came along, I appreciate you all. Who's who for another stream on Friday??."
1306,2628,Borderlands,1,"The Incredible Borderlands 2 Stream last night!... Really enjoyed it. Thank you for everyone that it came along, I immensely appreciate you and all. Who'you s ready for reading another stream on Friday??."
1307,2628,Borderlands,1,"Incredible Borderlands Rail Stream last night! Really enjoyed tonight. Thank you for everyone to came along, also appreciate you all. Who's ready for another 5 on 5??."
1308,2629,Borderlands,1,by the way the handsome collection is free on Epic Games today!! Borderlands 2 the greatest looter shooter ever is free today!!!
1309,2629,Borderlands,1,"By the way, the pretty collection is free today on Epic Games!! Borderlands 2, the greatest looter shooter of all time, is free today!!!"
1310,2629,Borderlands,1,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1311,2629,Borderlands,1,by the way a handsome collection is free on Epic Games today!! Borderlands 2 the greatest looter shooter ever is launching today!!!
1312,2629,Borderlands,1,by the way where the handsome collection is free on any Epic Games website today!! in Borderlands 2 the greatest looter shooter ever is free out today!!!
1313,2629,Borderlands,1,by the way the handsome collection for free at Epic Games today!! Borderlands 2 the ultimate looter shooter ever is popular today!!!
1320,2631,Borderlands,1,I have a gundam with a nuclear missile launcher. . Borderlands 3 is good
1321,2631,Borderlands,1,I have a cannon dam with a nuclear missile launcher... Borderlands 3 is good
1322,2631,Borderlands,1,I have a launcher with a nuclear missile... Borderlands 3 is good
1323,2631,Borderlands,1,I got a gundam with a nuclear missile launcher.. Borderlands 3 is good
1324,2631,Borderlands,1,I have on a gundam tank with a small nuclear missile launcher.. Borderlands 3 is good
1325,2631,Borderlands,1,I have a gundam with 20 nuclear missile launcher.. 30 3 is good
1326,2632,Borderlands,1,.  L I V E !. . Weekend runs with viewers! Let's have some fun!  . . twitch.tv/pilotplaysgames https://t.co/YCyvZsYPg8
1327,2632,Borderlands,1,. L I V E!.. Weekend running with viewers! Let's have fun!.. twitch.tv / pilotplaysgames https: / / t.co / YCyvZsYPg8
1328,2632,Borderlands,1,. L I V E!. Weekend runs with television! Let's have some fun!........ tch.tv / pilotplaysgames https: / / www.co / YCyvZsYPg8
1329,2632,Borderlands,1,.  L I V E !. . Weekend runs with viewers! Let's have some fun!  . . twitch.tv/pilotplaysgames RhttpR]
1330,2632,Borderlands,1,On .  L I V E !. . Weekend runs with viewers! Let's have some fun!  . . twitch.tv/pilotplaysgames RhttpR]
1331,2632,Borderlands,1,you
1332,2633,Borderlands,1,Been busy this time and by busy I mean Ive been working and borderlands 2 on switch so heres a bald Maya Ive been playing and in love with pic.twitter.com/hVzpUeZfrC
1333,2633,Borderlands,1,This time I was busy and by that I mean that I worked and put Borderlands 2 on switches so that a bald Maya Ive plays here and is in love with pic.twitter.com / hVzpUeZfrC.
1334,2633,Borderlands,1,"At this time I was busy and by employment I mean I was working and border land 2 on the switch, so heres balding Maya Ive played and was in love with pic.facebook.com / hVzpUeZfrC"
1335,2633,Borderlands,1,Been busy this time and by busy I mean Ive been working and borderlands 2 on switch so heres a bald Maya Ive been playing and in love with pic.twitter.com/hVzpUeZfrC
1336,2633,Borderlands,1,for Been busy this time and by busy I mean Ive been working and borderlands 2 on switch so heres a bald Maya Ive been playing and in love with pic.twitter.com/hVzpUeZfrC
1337,2633,Borderlands,1,had
1338,2634,Borderlands,1,"My favorite games of 2019, no particular order:. Borderlands 3. Rage 2. The Outer Worlds. Control. Death Stranding. Metro Exodus. Days Gone. Also played  The walking dead Final season, didn't really like it.. Life is strange season 2 was good but not great."
1339,2634,Borderlands,1,"My favorite games of 2019, without special order:. Borderlands 3. Rage 2. The Outer Worlds. Control. Death Stranding. Metro Exodus. Days Gone. Also played The Walking Dead final season, I did not really like.. Life is strange season 2 was good but not great."
1340,2634,Borderlands,1,"My favorite games for 2019, no special order:.. Borderlands 3. Rage 2. OWorlds. Control. Death Stranding. Metro Exodus. Days Gone. Also played The Walking Dead Final season, didn't really like it.. Life Strange Season 2 was good, but not great."
1341,2634,Borderlands,1,"My favorite games of 2019, no particular order:. Borderlands 4. Rage 2. The Outer Worlds. Control. Death Note. Metro Exodus. Days Gone. Also played  The walking dead in season, didn't really like the Which is strange season 2 was good but not great."
1342,2634,Borderlands,1,"My fifteen favorite 2D games of 2019, no particular order :. Borderlands Brigade 3. Born Rage 2. The Outer Worlds. Control. Shadow Death Stranding. Metro and Exodus. Days Gone. Also played The whole walking dead Final 2 season, didn't really like it.. Life is strange season Two 2 was good but not feeling great."
1343,2634,Borderlands,1,"My favorite games of old, no specific order:. Borderlands 3. Rage 2. The Outer Worlds. Control. Death match. Metro World. Long Gone. Also played The walking dead THIS season, got't really expect it.. Life is strange season 2 was decent but not great."
1344,2635,Borderlands,0,Hi I lost two hours of progress in borderlands again how is everyone
1345,2635,Borderlands,0,"Hello, I lost another two hours of progress in Borderland, how are everyone?"
1346,2635,Borderlands,0,"Hee, I lost two hours of progress in the border areas like everyone else"
1347,2635,Borderlands,0,Hi I lost two hours of progress in borderlands again how is u
1348,2635,Borderlands,0,Hi S I lost two hours of progress in southern borderlands again how is everyone
1349,2635,Borderlands,0,Hi I lost two hours of progress in borderlands again or is it
1356,2637,Borderlands,0,@Borderlands  
1357,2637,Borderlands,0,@ Borderlands
1358,2637,Borderlands,0,@ Borderlands
1359,2637,Borderlands,0,@Borderlands
1360,2637,Borderlands,0,F @Borderlands
1361,2637,Borderlands,0,not
1368,2639,Borderlands,1,@Borderlands @DuvalMagic  the hearts event is brilliant!!!!  Thank you!!!
1369,2639,Borderlands,1,@ Borderlands @ DuvalMagic the hearts event is brilliant!!!! Thank you!!!
1370,2639,Borderlands,1,@ Borderlands @ DuvalMagic the hearts event is brilliant!!!! Thank you!!!
1371,2639,Borderlands,1,@Borderlands @DuvalMagic  Every hearts event is brilliant!!!!  Thank you!!!
1372,2639,Borderlands,1,so @Borderlands the @DuvalMagic the hearts of event which is brilliant!!!! Thank you!!!
1373,2639,Borderlands,1,@Borderlands @DuvalMagic the hearts event was truly Thank you!!!
1374,2640,Borderlands,1,"First Legendary drop, think I'm going to have a good time with @Borderlands ! . @LordsGamingNet  "
1375,2640,Borderlands,1,"The first legendary drop, think I'm going to have a good time with @ Borderlands!. @ LordsGamingNet"
1376,2640,Borderlands,1,"First Legendary drop, think I'm going to have a good time with @ Borderlands!. @ LordsGamingNet"
1377,2640,Borderlands,1,"First Legendary drop, think I'm going to have a little time with @Borderlands! - @LordsGamingNet"
1378,2640,Borderlands,1,"First Legendary plane drop, think I'm going over to get have a pretty good time with @Borderlands!. As @LordsGamingNet"
1379,2640,Borderlands,1,"First Legendary drop, and I'm going to have a wonderful time with this!.<unk>"
1386,2642,Borderlands,1,New borderlands raid is really good and fun.
1387,2642,Borderlands,1,New border raids are really good and fun.
1388,2642,Borderlands,1,The new Border Force raid is really good and fun.
1389,2642,Borderlands,1,New borderlands raid is a good and fun.
1390,2642,Borderlands,1,New borderlands raid strategy is really good and for fun.
1391,2642,Borderlands,1,New borderlands raid is really good and epic.
1410,2646,Borderlands,1,Ohhhh I’m interested.
1411,2646,Borderlands,1,"Ohhhh, I'm interested."
1412,2646,Borderlands,1,It's interesting to me.
1413,2646,Borderlands,1,Ohhhh how interested.
1414,2646,Borderlands,1,Ohhhh I know ’ m interested.
1415,2646,Borderlands,1,Ohhhh I’m not.
1422,2648,Borderlands,1,@FINALLEVEL finally bought myself a copy of Borderlands 3. Game went from awesome to Legendary when Balex entered. You absolutely killed it.
1423,2648,Borderlands,1,@ FINALLEVEL finally bought me a copy of Borderlands 3. The game went from awesome to legendary when Balex joined.
1424,2648,Borderlands,1,@ FINALLEVEL finally bought himself a copy of Borderlands 3.
1425,2648,Borderlands,1,@FINALLEVEL finally bought myself a copy of Borderlands 3. Game went the awesome to Legendary when Balex entered. It absolutely killed it.
1426,2648,Borderlands,1,@FINALLEVEL finally bought myself a copy of Borderlands 3. My Game went from awesome to Dark Legendary Classic when Mr Balex immediately entered. You absolutely killed doing it.
1427,2648,Borderlands,1,@FINALLEVEL finally bought myself a disk of Borderlands 3. Game went from awesome to Legendary when Balex entered. Everyone must despise it.
1434,2651,Borderlands,1,"Xenoblade DE, Borderlands releasing today on thr Switch got me so hyped I couldn't care less about the catfights over Chromatica and who's dying cause of the PH govt.. . I'm gonna play while the world around me burns.. . The admin will get us all killed anyway. pic.twitter.com/1lXkXls9C8"
1435,2651,Borderlands,1,"Xenoblade DE, Borderlands, out today on Switch, has made me so hyped that I couldn't care less about the catfights over Chromatica and who is the cause of the PH-Govt... I will play while the world burns around me... The admin will kill us all anyway. pic.twitter.com / 1lXkXls9C8"
1436,2651,Borderlands,1,"Xenoblade DE, Borderlands Fashing today on thr Swim got me so hyped I can't know less about the catfights over Chromatica and who's dying cause of the PH goal... I'm gonna play while the world around me burns... The admin will get us all killed anyway. pic.facebook.com / 1lXkX9C8"
